"MP Name","Constituency","State","House","Allocated Amount (₹)","Amount Recommended (₹)","Total Expenditure (₹)","Utilization %","Completed Works","Recommended Works","Completion Rate %","Balance Not Yet Paid to Vendors (₹)","Transaction Count","Successful Payments","Pending Payments","Average Rating"
"LOVELY ANAND","SHEOHAR","Bihar","Lok Sabha",147000000,84963896,43561211,57.8,25,90,27.78,41402685,39,37,2,"N/A"
"VIVEK THAKUR","NAWADA","Bihar","Lok Sabha",147000000,84770897,6537792,57.67,1,85,1.18,78233105,9,5,4,"N/A"
"Smt Poonamben Hematbhai Maadam","JAMNAGAR","Gujarat","Lok Sabha",147000000,84730944,26767387,57.64,48,179,26.82,57963557,62,57,5,"N/A"
"BRIJENDRA SINGH OLA","JHUNJHUNU","Rajasthan","Lok Sabha",147000000,84117714,57494662,57.22,94,167,56.29,26623052,450,448,2,"N/A"
"TARIQ ANWAR","KATIHAR","Bihar","Lok Sabha",147000000,83725060,79735060,56.96,60,86,69.77,3990000,82,82,0,"N/A"
"Dr. L. Murugan (2024-30)","Sitting Rajya Sabha","Madhya Pradesh","Rajya Sabha",147000000,83449574,38699774,56.77,6,38,15.79,44749800,40,39,1,"N/A"
"SUKANTA KUMAR PANIGRAHI","KANDHAMAL","Odisha","Lok Sabha",190712424.11,107662769,54209040,56.45,148,353,41.93,53453729,352,347,5,"N/A"
"NAVEEN JINDAL","KURUKSHETRA","Haryana","Lok Sabha",147000000,82874956,61262363,56.38,118,200,59,21612593,257,255,2,"N/A"
"ANIL YESHWANT DESAI","MUMBAI SOUTH CENTRAL","Maharashtra","Lok Sabha",147000000,82800000,7792570,56.33,0,34,0,75007430,4,3,1,"N/A"
"Ajay Kumar Mandal","BHAGALPUR","Bihar","Lok Sabha",147000000,82721490,75252620,56.27,57,74,77.03,7468870,71,71,0,"N/A"
"DEVESH CHANDRA THAKUR","SITAMARHI","Bihar","Lok Sabha",163809205.11,92125840,41894417,56.24,119,201,59.2,50231423,129,129,0,"N/A"
"NIMUBEN JAYANTIBHAI BAMBHANIYA","BHAVNAGAR","Gujarat","Lok Sabha",147000000,82658143,25662379,56.23,28,85,32.94,56995764,34,34,0,"N/A"
"DINESHBHAI MAKWANA","AHMEDABAD WEST","Gujarat","Lok Sabha",160434965.11,89841605,25122452,56,2,207,0.97,64719153,4,4,0,"N/A"
"BAPI HALDAR","MATHURAPUR","West Bengal","Lok Sabha",147000000,82108066,39420540,55.86,89,169,52.66,42687526,102,101,1,"N/A"
"RAJESH VERMA","KHAGARIA","Bihar","Lok Sabha",147000000,81855498,74186362,55.68,67,76,88.16,7669136,69,69,0,"N/A"
"DR. HEMANT VISHNU SAVARA","PALGHAR","Maharashtra","Lok Sabha",147000000,81749000,12275200,55.61,1,85,1.18,69473800,15,11,4,"N/A"
"MANISH JAISWAL","HAZARIBAGH","Jharkhand","Lok Sabha",147000000,81513050,0,55.45,0,164,0,81513050,0,0,0,"N/A"
"Sanjay Haribhau Jadhav","PARBHANI","Maharashtra","Lok Sabha",147000000,81454456,40999822,55.41,28,84,33.33,40454634,49,49,0,"N/A"
"JITIN PRASADA","PILIBHIT","Uttar Pradesh","Lok Sabha",147000000,80889964,41842816,55.03,22,59,37.29,39047148,106,104,2,"N/A"
"BHARAT SINGH KUSHWAH","GWALIOR","Madhya Pradesh","Lok Sabha",151455276.04,83032458,13676652,54.82,4,126,3.17,69355806,41,40,1,"N/A"
"MANNA LAL RAWAT","UDAIPUR","Rajasthan","Lok Sabha",147000000,80297895,36354199,54.62,24,208,11.54,43943696,207,169,38,"N/A"
"Dr Sukanta Majumdar ","BALURGHAT","West Bengal","Lok Sabha",157085364.9,85690601.8,26156776,54.55,33,186,17.74,59533825.8,51,51,0,"N/A"
"Pradan Baruah","LAKHIMPUR","Assam","Lok Sabha",147000000,80049800,57613604,54.46,33,148,22.3,22436196,181,175,6,"N/A"
"RAHUL SINGH LODHI","DAMOH","Madhya Pradesh","Lok Sabha",163058785.37,88730852,72714957,54.42,176,299,58.86,16015895,342,341,1,"N/A"
"AMRARAM","SIKAR","Rajasthan","Lok Sabha",165691544.11,89877472,38165228,54.24,50,171,29.24,51712244,313,294,19,"N/A"
"Sudip Bandyopadhyay","KOLKATA UTTAR","West Bengal","Lok Sabha",147000000,79627830,46311063,54.17,9,37,24.32,33316767,31,31,0,"N/A"
"BISHNU PADA RAY","ANDAMAN AND NICOBAR ISLANDS","Andaman And Nicobar Islands","Lok Sabha",147000000,79615803,15498347,54.16,0,29,0,64117456,9,9,0,"N/A"
"Shri Praful Patel (2024-30)","Sitting Rajya Sabha","Maharashtra","Rajya Sabha",147000000,79519538,25836264,54.09,22,116,18.97,53683274,38,37,1,"N/A"
"Dushyant Singh","JHALAWAR-BARAN","Rajasthan","Lok Sabha",147000000,79498880,6025816,54.08,0,196,0,73473064,26,25,1,"N/A"
"Smt Sangeeta Kumari Singh Deo","BOLANGIR","Odisha","Lok Sabha",147000000,79450000,4193424,54.05,3,228,1.32,75256576,14,13,1,"N/A"
"Shri Sujeet Kumar (2026-32)","Sitting Rajya Sabha","Odisha","Rajya Sabha",49000000,26350000,0,53.78,0,35,0,26350000,0,0,0,"N/A"
"Shri A. A. Rahim (2022-28)","Sitting Rajya Sabha","Kerala","Rajya Sabha",220563957.11,118419424,56944903,53.69,17,75,22.67,61474521,37,36,1,"N/A"
"MOHIBBULLAH","RAMPUR","Uttar Pradesh","Lok Sabha",147000000,78883489,74744421,53.66,219,336,65.18,4139068,344,344,0,"N/A"
"Shri Dhananjay Bhimrao Mahadik (2022-28)","Sitting Rajya Sabha","Maharashtra","Rajya Sabha",220383643.11,118144252,48415797,53.61,32,150,21.33,69728455,41,41,0,"N/A"
"Kaushalendra Kumar","NALANDA","Bihar","Lok Sabha",147000000,78719429,45509064,53.55,92,170,54.12,33210365,97,92,5,"N/A"
"Khalilur Rahaman ","JANGIPUR","West Bengal","Lok Sabha",147000000,78631103,23028217,53.49,31,107,28.97,55602886,44,33,11,"N/A"
"Vellalath Kochukrishnan Nair Sreekandan","PALAKKAD","Kerala","Lok Sabha",167807990.11,89737781,50584788,53.48,100,205,48.78,39152993,127,125,2,1
"JOBA MAJHI","SINGHBHUM","Jharkhand","Lok Sabha",147000000,78210610,59054467,53.2,0,118,0,19156143,127,127,0,"N/A"
"MURARI LAL MEENA","DAUSA","Rajasthan","Lok Sabha",147000000,77844548,19094674,52.96,16,111,14.41,58749874,71,70,1,"N/A"
"RAHUL GANDHI","RAE BARELI","Uttar Pradesh","Lok Sabha",147000000,77809777,27068171,52.93,74,192,38.54,50741606,151,132,19,"N/A"
"Dr. M. Dhanapal (2025-31)","Sitting Rajya Sabha","Tamil Nadu","Rajya Sabha",89248285.42,47230393,23989964,52.92,27,51,52.94,23240429,34,34,0,"N/A"
"Harsh Malhotra","EAST DELHI","Delhi","Lok Sabha",147134131,77657623,24390277,52.78,53,113,46.9,53267346,57,57,0,"N/A"
"GENIBEN NAGAJI THAKOR","BANASKANTHA","Gujarat","Lok Sabha",147000000,77476737,26332572,52.71,41,168,24.4,51144165,67,65,2,"N/A"
"IQRA CHOUDHARY","KAIRANA","Uttar Pradesh","Lok Sabha",147000000,77323182,50723960,52.6,45,92,48.91,26599222,62,55,7,"N/A"
"KISHORI LAL","AMETHI","Uttar Pradesh","Lok Sabha",171500000,89977309,82481354,52.46,19,52,36.54,7495955,75,71,4,"N/A"
"Ramesh Chandappa Jigajinagi","BIJAPUR","Karnataka","Lok Sabha",269500000,141386000,24205222,52.46,0,361,0,117180778,123,115,8,"N/A"
"NARESH CHANDRA UTTAM PATEL","FATEHPUR","Uttar Pradesh","Lok Sabha",147000000,76380995,28783210,51.96,13,81,16.05,47597785,49,49,0,"N/A"
"Sribharat MathuKumli","VISAKHAPATNAM","Andhra Pradesh","Lok Sabha",164841922,84715000,13181176,51.39,0,40,0,71533824,18,15,3,"N/A"
"BASTIPATI NAGARAJU PANCHALINGALA","KURNOOL","Andhra Pradesh","Lok Sabha",159998515.11,82033277,44033277,51.27,144,208,69.23,38000000,145,145,0,"N/A"
"Kani K Navas","RAMANATHAPURAM","Tamil Nadu","Lok Sabha",147000000,75293467,54855096,51.22,68,110,61.82,20438371,86,85,1,"N/A"
"V. SOMANNA","TUMKUR","Karnataka","Lok Sabha",147000000,75250000,32543790,51.19,4,61,6.56,42706210,27,17,10,"N/A"
"RAMASAHAYAM RAGHURAM REDDY","KHAMMAM","Telangana","Lok Sabha",147000000,75209146,21423748,51.16,18,211,8.53,53785398,46,44,2,"N/A"
"Shri Ashwini Vaishnaw (2024-30)","Sitting Rajya Sabha","Odisha","Rajya Sabha",265563957.11,134619600,20469117,50.69,4,17,23.53,114150483,23,21,2,"N/A"
"AZAD KIRTI JHA","BARDHAMAN-DURGAPUR","West Bengal","Lok Sabha",179658399.98,90768485,33156887,50.52,6,112,5.36,57611598,30,29,1,"N/A"
"Dr. Sudhanshu Trivedi (2024-30)","Sitting Rajya Sabha","Uttar Pradesh","Rajya Sabha",147000000,74004164,33646948,50.34,14,53,26.42,40357216,28,28,0,"N/A"
"Dilip Saikia","Darrang-Udalguri","Assam","Lok Sabha",147000000,73850000,26230389,50.24,5,230,2.17,47619611,151,148,3,"N/A"
"B K PARTHASARATHI","HINDUPUR","Andhra Pradesh","Lok Sabha",160491894.11,80578656,49297701,50.21,52,92,56.52,31280955,66,64,2,"N/A"
"R.K. CHAUDHARY","MOHANLALGANJ","Uttar Pradesh","Lok Sabha",147000000,73785543,34622708,50.19,14,93,15.05,39162835,83,81,2,"N/A"
"VARUN CHAUDHRY","AMBALA","Haryana","Lok Sabha",255454264,125888476,29577311,49.28,3,157,1.91,96311165,107,99,8,"N/A"
"Smt Satabdi Roy (Banerjee)","BIRBHUM","West Bengal","Lok Sabha",147000000,72013235.6,48307379.6,48.99,62,95,65.26,23705855.999999993,67,67,0,"N/A"
"MOHITE PATIL DHAIRYASHEEL RAJSINH","MADHA","Maharashtra","Lok Sabha",195613601.7,95260000,8828612,48.7,41,259,15.83,86431388,41,41,0,"N/A"
"Ganesh Singh","SATNA","Madhya Pradesh","Lok Sabha",147000000,71551054,48076283,48.67,77,318,24.21,23474771,227,226,1,"N/A"
"Shri Jyotirmay Singh Mahato ","PURULIA","West Bengal","Lok Sabha",147000000,71300960,11711831,48.5,15,107,14.02,59589129,31,31,0,"N/A"
"Shri Ghanshyam Tiwari (2022-28)","Sitting Rajya Sabha","Rajasthan","Rajya Sabha",196063957.11,95069374,45570943,48.49,30,88,34.09,49498431,190,181,9,"N/A"
"Smt Anupriya Patel","MIRZAPUR","Uttar Pradesh","Lok Sabha",147000000,71228000,51732584,48.45,0,10,0,19495416,10,10,0,"N/A"
"Rao Rajendra Singh","JAIPUR RURAL","Rajasthan","Lok Sabha",147000000,71018558,15159151,48.31,10,104,9.62,55859407,36,34,2,"N/A"
"Smt Hema Malini","MATHURA","Uttar Pradesh","Lok Sabha",147000000,70743990,40721168,48.13,33,88,37.5,30022822,82,82,0,"N/A"
"Ravi Shankar Prasad","PATNA SAHIB","Bihar","Lok Sabha",147000000,70305274,56647683,47.83,60,85,70.59,13657591,66,66,0,"N/A"
"Shri Dilip Kumar Ray (2026-32)","Sitting Rajya Sabha","Odisha","Rajya Sabha",49000000,23400000,0,47.76,0,31,0,23400000,0,0,0,"N/A"
"KULDEEP INDORA","GANGANAGAR","Rajasthan","Lok Sabha",147000000,69980074,11236750,47.61,2,92,2.17,58743324,68,49,19,"N/A"
"Smt Sandhya Ray","BHIND","Madhya Pradesh","Lok Sabha",147000000,69667619,25218035,47.39,61,129,47.29,44449584,158,158,0,"N/A"
"DARSHAN SINGH CHOUDHARY","HOSHANGABAD","Madhya Pradesh","Lok Sabha",147000000,69617611,30102552,47.36,49,459,10.68,39515059,315,303,12,"N/A"
"Shri Narain Dass Gupta (2024-30)","Sitting Rajya Sabha","Delhi","Rajya Sabha",160837070,75478716,24703922,46.93,11,51,21.57,50774794,16,16,0,"N/A"
"Dr. Laxmikant Bajpayee (2022-28)","Sitting Rajya Sabha","Uttar Pradesh","Rajya Sabha",196000000,91115897,39061207,46.49,4,66,6.06,52054690,36,34,2,"N/A"
"Shri Rajmohan Unnithan ","KASARAGOD","Kerala","Lok Sabha",156754633.11,72864151,29132579,46.48,56,207,27.05,43731572,121,111,10,"N/A"
"Shri Samik Bhattacharya (2024-30)","Sitting Rajya Sabha","West Bengal","Rajya Sabha",147000000,68212785,28774223,46.4,10,51,19.61,39438562,28,24,4,"N/A"
"ATUL GARG","GHAZIABAD","Uttar Pradesh","Lok Sabha",155336470,72011362,42043789,46.36,36,77,46.75,29967573,49,43,6,"N/A"
"Krishan Pal Gurjar","FARIDABAD","Haryana","Lok Sabha",147000000,67877306,24858831,46.18,6,81,7.41,43018475,47,46,1,"N/A"
"Sanjay Uttamrao Deshmukh","YAVATMAL-WASHIM","Maharashtra","Lok Sabha",185640423,84781444.87,24518118,45.67,23,125,18.4,60263326.870000005,42,42,0,"N/A"
"AMAR SHARADRAO KALE","WARDHA","Maharashtra","Lok Sabha",147000000,67098342,31855968,45.65,29,109,26.61,35242374,39,38,1,"N/A"
"Shri Paka Venkata Satyanarayana (2025-28)","Sitting Rajya Sabha","Andhra Pradesh","Rajya Sabha",98000000,44480000,1599035,45.39,1,17,5.88,42880965,1,1,0,"N/A"
"C.M.RAMESH","ANAKAPALLE","Andhra Pradesh","Lok Sabha",202531656.11,91302449,36002667,45.08,20,125,16,55299782,42,40,2,"N/A"
"Manoj Tiwari","NORTH EAST DELHI","Delhi","Lok Sabha",225843858,100426887,29733175,44.47,6,23,26.09,70693712,10,9,1,"N/A"
"ABDUL RASHID SHEIKH","BARAMULLAH","Jammu And Kashmir","Lok Sabha",154773472.11,68534493.46,27714021,44.28,44,163,26.99,40820472.45999999,70,67,3,"N/A"
"RUCHI VIRA","MORADABAD","Uttar Pradesh","Lok Sabha",147000000,64981775,52167110,44.21,165,273,60.44,12814665,559,559,0,"N/A"
"Praveen Khandelwal","CHANDINI CHOWK","Delhi","Lok Sabha",147470276,64665415.63,26487847,43.85,35,69,50.72,38177568.63,42,42,0,"N/A"
"MANISH TEWARI","CHANDIGARH","Chandigarh","Lok Sabha",178351443.75,77883199,31608858,43.67,31,112,27.68,46274341,130,126,4,"N/A"
"Shri Sanjay Yadav (2024-30)","Sitting Rajya Sabha","Bihar","Rajya Sabha",186200000,80448000,0,43.21,0,54,0,80448000,0,0,0,"N/A"
"Appalanaidu Kalisetti","VIZIANAGARAM","Andhra Pradesh","Lok Sabha",147000000,62793800,22622767,42.72,36,118,30.51,40171033,57,56,1,"N/A"
"SHIVRAJ SINGH CHOUHAN","VIDISHA","Madhya Pradesh","Lok Sabha",147000000,62443125,38851625,42.48,10,107,9.35,23591500,128,128,0,"N/A"
"Bansuri Swaraj","NEW DELHI","Delhi","Lok Sabha",154306950,65464173,21775293,42.42,41,110,37.27,43688880,46,46,0,"N/A"
"Lavu Sri Krishna Devarayalu","NARASARAOPET","Andhra Pradesh","Lok Sabha",174009663.11,73620228,2402685,42.31,1,131,0.76,71217543,4,4,0,"N/A"
"Shri Ajay Makan (2024-30)","Sitting Rajya Sabha","Karnataka","Rajya Sabha",147000000,61850000,35435523,42.07,2,14,14.29,26414477,10,10,0,"N/A"
"Shri Banshilal Gurjar (2024-30)","Sitting Rajya Sabha","Madhya Pradesh","Rajya Sabha",147000000,60975222,41674435,41.48,10,81,12.35,19300787,95,93,2,"N/A"
"Shri Akhilesh Prasad Singh (2024-30)","Sitting Rajya Sabha","Bihar","Rajya Sabha",186200000,76718211,62309563,41.2,38,58,65.52,14408648,50,48,2,"N/A"
